0,158768,0.5742248391448547
1,62972,0.227754248782058
2,27958,0.101117215388566
3,13143,0.04753500113927759
5,3330,0.012043791660488044
6,1776,0.006423355552260291
4,6399,0.0231436104611
8,515,0.0018626284399853883
7,945,0.0034178327685168777
10,175,0.0006329319941697922
12,45,0.00016275394135794655
9,285,0.0010307749619336616
11,91,0.0003291246369682919
14,26,9.403561056236911e-05
26,1,3.6167542523988122e-06
15,9,3.255078827158931e-05
13,35,0.00012658639883395844
16,4,1.4467017009595249e-05
18,3,1.0850262757196438e-05
17,7,2.5317279766791685e-05
29,1,3.6167542523988122e-06
20,1,3.6167542523988122e-06
19,2,7.2335085047976245e-06
